userName,review,score,thumbsUpCount,at,clean_review,content_normalized,content_tokenizing,content_filtering,content_stemming
Alif Luthfi,"barang tidak sesuai deskripsi, susah ngurusnya. padahal video unboxing ada",1,1,2025-05-09 09:29:53,barang tidak sesuai deskripsi susah ngurusnya padahal video unboxing ada,barang tidak sesuai deskripsi susah ngurusnya padahal video unboxing ada,"['barang', 'tidak', 'sesuai', 'deskripsi', 'susah', 'ngurusnya', 'padahal', 'video', 'unboxing', 'ada']",barang sesuai deskripsi susah ngurusnya video unboxing,barang sesuai deskripsi susah ngurusnya video unboxing
Kenzo Jovani,"Gak jelas, gausah buat Tokopedia Care kalau tidak responsif",1,10,2025-05-09 09:18:37,gak jelas gausah buat tokopedia care kalau tidak responsif,tidak jelas gausah buat tokopedia care kalau tidak responsif,"['tidak', 'jelas', 'gausah', 'buat', 'tokopedia', 'care', 'kalau', 'tidak', 'responsif']",gausah tokopedia care responsif,gausah tokopedia care responsif
Thofa Hd,"Semua OLShop tdk ada fitur menghapus riwayat belanja. ada baiknya Tokopedia menjadi Pelopor, karena kadang orang dewasa membeli barang 18+,yg hal ini tdk boleh dilihat oleh anak². makasih",5,2,2025-05-09 07:49:52,semua olshop tdk ada fitur menghapus riwayat belanja ada baiknya tokopedia menjadi pelopor karena kadang orang dewasa membeli barang yg hal ini tdk boleh dilihat oleh anak² makasih,semua olshop tidak ada fitur menghapus riwayat belanja ada baiknya tokopedia menjadi pelopor karena kadang orang dewasa membeli barang yg hal ini tidak boleh dilihat oleh anak² terima kasih,"['semua', 'olshop', 'tidak', 'ada', 'fitur', 'menghapus', 'riwayat', 'belanja', 'ada', 'baiknya', 'tokopedia', 'menjadi', 'pelopor', 'karena', 'kadang', 'orang', 'dewasa', 'membeli', 'barang', 'yg', 'hal', 'ini', 'tidak', 'boleh', 'dilihat', 'oleh', 'anak²', 'terima', 'kasih']",olshop fitur menghapus riwayat belanja baiknya tokopedia pelopor kadang orang dewasa membeli barang yg anak² terima kasih,olshop fitur hapus riwayat belanja baik tokopedia pelopor kadang orang dewasa beli barang yg anak terima kasih
kimmas kendra,"Kecewa berat dengan tokopedia, dari awal saya sudah menduga, bahwa order saya akan dibatalkan karena batas akhir pengiriman lebih lambat 1hari setelah ""batal otomatis"" jadi sebelum batas akhir pengiriman oleh seller, pesanan di batal otomatis oleh sistem. Saya tidak tahu apakah ada semacam ""rekayasa"", dari saya saja sudah terkumpul dana +/- 200 rb, ada berapa banyak pelanggan yang mengalami hal sama seperti saya dan berapa banyak dana mengendap di akun tokopedia. KECEWA, terulang lagi!!!",1,33,2025-05-09 07:34:23,kecewa berat dengan tokopedia dari awal saya sudah menduga bahwa order saya akan dibatalkan karena batas akhir pengiriman lebih lambat  setelah batal otomatis jadi sebelum batas akhir pengiriman oleh seller pesanan di batal otomatis oleh sistem saya tidak tahu apakah ada semacam rekayasa dari saya saja sudah terkumpul dana -   ada berapa banyak pelanggan yang mengalami hal sama seperti saya dan berapa banyak dana mengendap di akun tokopedia kecewa terulang lagi,kecewa berat dengan tokopedia dari awal saya sudah menduga bahwa order saya akan dibatalkan karena batas akhir pengiriman lebih lambat setelah batal otomatis jadi sebelum batas akhir pengiriman oleh seller pesanan di batal otomatis oleh sistem saya tidak tahu apakah ada semacam rekayasa dari saya saja sudah terkumpul dana - ada berapa banyak pelanggan yang mengalami hal sama seperti saya dan berapa banyak dana mengendap di akun tokopedia kecewa terulang lagi,"['kecewa', 'berat', 'dengan', 'tokopedia', 'dari', 'awal', 'saya', 'sudah', 'menduga', 'bahwa', 'order', 'saya', 'akan', 'dibatalkan', 'karena', 'batas', 'akhir', 'pengiriman', 'lebih', 'lambat', 'setelah', 'batal', 'otomatis', 'jadi', 'sebelum', 'batas', 'akhir', 'pengiriman', 'oleh', 'seller', 'pesanan', 'di', 'batal', 'otomatis', 'oleh', 'sistem', 'saya', 'tidak', 'tahu', 'apakah', 'ada', 'semacam', 'rekayasa', 'dari', 'saya', 'saja', 'sudah', 'terkumpul', 'dana', '-', 'ada', 'berapa', 'banyak', 'pelanggan', 'yang', 'mengalami', 'hal', 'sama', 'seperti', 'saya', 'dan', 'berapa', 'banyak', 'dana', 'mengendap', 'di', 'akun', 'tokopedia', 'kecewa', 'terulang', 'lagi']",kecewa berat tokopedia menduga order dibatalkan batas pengiriman lambat batal otomatis batas pengiriman seller pesanan batal otomatis sistem rekayasa terkumpul dana - pelanggan mengalami dana mengendap akun tokopedia kecewa terulang,kecewa berat tokopedia duga order batal batas kirim lambat batal otomatis batas kirim seller pesan batal otomatis sistem rekayasa kumpul dana - langgan alami dana endap akun tokopedia kecewa ulang
Mussafir,"pelit voucher, sekalinya ada jg ghoib. gk bisa apa2 klo di toped mdg shopee apa lazada masih jelas vocernya",1,1,2025-05-09 07:01:10,pelit voucher sekalinya ada jg ghoib gk bisa apa klo di toped mdg shopee apa lazada masih jelas vocernya,pelit voucher sekalinya ada jg ghoib tidak bisa apa kalau di toped mdg shopee apa lazada masih jelas vocernya,"['pelit', 'voucher', 'sekalinya', 'ada', 'jg', 'ghoib', 'tidak', 'bisa', 'apa', 'kalau', 'di', 'toped', 'mdg', 'shopee', 'apa', 'lazada', 'masih', 'jelas', 'vocernya']",pelit voucher sekalinya jg ghoib toped mdg shopee lazada vocernya,pelit voucher sekali jg ghoib toped mdg shopee lazada vocernya
GIVE_ME_HAPPY17. Farm,belanja di Tokopedia sekarang pelit voucher chasback kecil ( belanja min 2jt potongan masa 50rb doang? rugi dong ) terus fitur gopay later nya cicilan 12 bulan sering di hilangin saya pun sekarang jadi males belanja di Tokopedia,1,3,2025-05-09 06:21:03,belanja di tokopedia sekarang pelit voucher chasback kecil  terus fitur gopay later nya cicilan  bulan sering di hilangin saya pun sekarang jadi males belanja di tokopedia,belanja di tokopedia sekarang pelit voucher chasback kecil terus fitur gopay later nya cicilan bulan sering di hilangin saya pun sekarang jadi males belanja di tokopedia,"['belanja', 'di', 'tokopedia', 'sekarang', 'pelit', 'voucher', 'chasback', 'kecil', 'terus', 'fitur', 'gopay', 'later', 'nya', 'cicilan', 'bulan', 'sering', 'di', 'hilangin', 'saya', 'pun', 'sekarang', 'jadi', 'males', 'belanja', 'di', 'tokopedia']",belanja tokopedia pelit voucher chasback fitur gopay later nya cicilan hilangin males belanja tokopedia,belanja tokopedia pelit voucher chasback fitur gopay later nya cicil hilangin males belanja tokopedia
Anisa,kok sekarang udah gaada gratis ongkir yaa?,5,71,2025-05-09 05:21:11,kok sekarang udah gaada gratis ongkir yaa,kok sekarang sudah gaada gratis ongkir yaa,"['kok', 'sekarang', 'sudah', 'gaada', 'gratis', 'ongkir', 'yaa']",gaada gratis ongkir yaa,gaada gratis ongkir yaa
Dani Ramdani,aplikasi yg bagus memudahkan beli barang dan banyakin diskon voucher nya,5,5,2025-05-09 02:47:28,aplikasi yg bagus memudahkan beli barang dan banyakin diskon voucher nya,aplikasi yg bagus memudahkan beli barang dan banyakin diskon voucher nya,"['aplikasi', 'yg', 'bagus', 'memudahkan', 'beli', 'barang', 'dan', 'banyakin', 'diskon', 'voucher', 'nya']",aplikasi yg bagus memudahkan beli barang banyakin diskon voucher nya,aplikasi yg bagus mudah beli barang banyakin diskon voucher nya
Abdull Awwab,"setelah sekian lama saya berhenti pakai tokped, skrg saya kembali lagi coba pakai tokped.. sangat kecewa, karna yg bisa gratis ongkir rata² hanya toko yg sudah ada logo merchant-nya.. itulah penyebab tokped ga bisa maju.. kalo mau maju, pihak tokped harus mempermuda toko baru untuk berkembang dengan memberi gratis ongkir total sampai mereka bisa dapet logo merchant. kenyataanya jualan di shopee justru lebih mudah dibanding di tokped karna shopee selalu ada gratis ongkir utk toko baru.",1,40,2025-05-09 01:35:01,setelah sekian lama saya berhenti pakai tokped skrg saya kembali lagi coba pakai tokped sangat kecewa karna yg bisa gratis ongkir rata² hanya toko yg sudah ada logo merchant-nya itulah penyebab tokped ga bisa maju kalo mau maju pihak tokped harus mempermuda toko baru untuk berkembang dengan memberi gratis ongkir total sampai mereka bisa dapet logo merchant kenyataanya jualan di shopee justru lebih mudah dibanding di tokped karna shopee selalu ada gratis ongkir utk toko baru,setelah sekian lama saya berhenti pakai tokped skrg saya kembali lagi coba pakai tokped sangat kecewa karna yg bisa gratis ongkir rata² hanya toko yg sudah ada logo merchant-nya itulah penyebab tokped tidak bisa maju kalau mau maju pihak tokped harus mempermuda toko baru untuk berkembang dengan memberi gratis ongkir total sampai mereka bisa dapet logo merchant kenyataanya jualan di shopee justru lebih mudah dibanding di tokped karna shopee selalu ada gratis ongkir utk toko baru,"['setelah', 'sekian', 'lama', 'saya', 'berhenti', 'pakai', 'tokped', 'skrg', 'saya', 'kembali', 'lagi', 'coba', 'pakai', 'tokped', 'sangat', 'kecewa', 'karna', 'yg', 'bisa', 'gratis', 'ongkir', 'rata²', 'hanya', 'toko', 'yg', 'sudah', 'ada', 'logo', 'merchant-nya', 'itulah', 'penyebab', 'tokped', 'tidak', 'bisa', 'maju', 'kalau', 'mau', 'maju', 'pihak', 'tokped', 'harus', 'mempermuda', 'toko', 'baru', 'untuk', 'berkembang', 'dengan', 'memberi', 'gratis', 'ongkir', 'total', 'sampai', 'mereka', 'bisa', 'dapet', 'logo', 'merchant', 'kenyataanya', 'jualan', 'di', 'shopee', 'justru', 'lebih', 'mudah', 'dibanding', 'di', 'tokped', 'karna', 'shopee', 'selalu', 'ada', 'gratis', 'ongkir', 'utk', 'toko', 'baru']",sekian berhenti pakai tokped skrg coba pakai tokped kecewa karna yg gratis ongkir rata² toko yg logo merchant-nya penyebab tokped maju maju tokped mempermuda toko berkembang gratis ongkir total dapet logo merchant kenyataanya jualan shopee mudah dibanding tokped karna shopee gratis ongkir utk toko,sekian henti pakai tokped skrg coba pakai tokped kecewa karna yg gratis ongkir rata toko yg logo merchant-nya sebab tokped maju maju tokped muda toko kembang gratis ongkir total dapet logo merchant kenyataanya jual shopee mudah banding tokped karna shopee gratis ongkir utk toko
moMo. mWn,"di akunku malah ga ada gratis ongkir, walaupun toko sudah menyediakan layanan gratis ongkir.. apakah ada yg sama? 👇🏻",2,2,2025-05-08 22:47:12,di akunku malah ga ada gratis ongkir walaupun toko sudah menyediakan layanan gratis ongkir apakah ada yg sama,di akunku malah tidak ada gratis ongkir walaupun toko sudah menyediakan layanan gratis ongkir apakah ada yg sama,"['di', 'akunku', 'malah', 'tidak', 'ada', 'gratis', 'ongkir', 'walaupun', 'toko', 'sudah', 'menyediakan', 'layanan', 'gratis', 'ongkir', 'apakah', 'ada', 'yg', 'sama']",akunku gratis ongkir toko menyediakan layanan gratis ongkir yg,akun gratis ongkir toko sedia layan gratis ongkir yg
Charles Andreas Tasman,"hallo tokopedia tolong di respon dengan benar y.... dana dari penjualan saya ketahan tidak bisa masuk ke pencairan toko ( otomatis tidak bisa saya cair kan dana saya ), saya sudah coba bertanyak melalui sistem chat di tokoped yang di alihkan ke AI TANYAK nya tokoped.... jawaban nya tolol banget. di jawab dana nya sudah di cairkan, tapi nyata nya tidak dan ketahan, dan pada saat di komen malah gk bisa ke send... tolong segara di tangani permasalahan saya",1,4,2025-05-08 21:33:24,hallo tokopedia tolong di respon dengan benar y dana dari penjualan saya ketahan tidak bisa masuk ke pencairan toko  saya sudah coba bertanyak melalui sistem chat di tokoped yang di alihkan ke ai tanyak nya tokoped jawaban nya tolol banget di jawab dana nya sudah di cairkan tapi nyata nya tidak dan ketahan dan pada saat di komen malah gk bisa ke send tolong segara di tangani permasalahan saya,hallo tokopedia tolong di respon dengan benar y dana dari penjualan saya ketahan tidak bisa masuk ke pencairan toko saya sudah coba bertanyak melalui sistem chat di tokoped yang di alihkan ke ai tanyak nya tokoped jawaban nya tolol banget di jawab dana nya sudah di cairkan tapi nyata nya tidak dan ketahan dan pada saat di komen malah tidak bisa ke send tolong segara di tangani permasalahan saya,"['hallo', 'tokopedia', 'tolong', 'di', 'respon', 'dengan', 'benar', 'y', 'dana', 'dari', 'penjualan', 'saya', 'ketahan', 'tidak', 'bisa', 'masuk', 'ke', 'pencairan', 'toko', 'saya', 'sudah', 'coba', 'bertanyak', 'melalui', 'sistem', 'chat', 'di', 'tokoped', 'yang', 'di', 'alihkan', 'ke', 'ai', 'tanyak', 'nya', 'tokoped', 'jawaban', 'nya', 'tolol', 'banget', 'di', 'jawab', 'dana', 'nya', 'sudah', 'di', 'cairkan', 'tapi', 'nyata', 'nya', 'tidak', 'dan', 'ketahan', 'dan', 'pada', 'saat', 'di', 'komen', 'malah', 'tidak', 'bisa', 'ke', 'send', 'tolong', 'segara', 'di', 'tangani', 'permasalahan', 'saya']",hallo tokopedia tolong respon y dana penjualan ketahan masuk pencairan toko coba bertanyak sistem chat tokoped alihkan ai tanyak nya tokoped nya tolol banget dana nya cairkan nyata nya ketahan komen send tolong segara tangani permasalahan,hallo tokopedia tolong respon y dana jual tahan masuk cair toko coba bertanyak sistem chat tokoped alih ai tanyak nya tokoped nya tolol banget dana nya cair nyata nya tahan komen send tolong segara tangan masalah
Ragil Rio,kali ini sangat kecewa dg tokopedia. yg pertama karna tdk ada fitur chat cs dan yg paling mengecewakan adalah. saya beli di aplikasi ini. ketika kurir sudah ditugaskan kirim pesanan. saya tunggu dari pagi sampai malam tidak kunjung terkirim. lalu saya lacak. bahwa akan dikirim kembali oleh kurir dengan alasan pembeli tidak ada di alamat tujuan.. sedangkan saya dari pagi sampai malah menunggu tetapi kurir menggunakan alasan yang mengatasnamakan saya bukan kah itu termasuk penipuan??,1,7,2025-05-08 21:24:23,kali ini sangat kecewa dg tokopedia yg pertama karna tdk ada fitur chat cs dan yg paling mengecewakan adalah saya beli di aplikasi ini ketika kurir sudah ditugaskan kirim pesanan saya tunggu dari pagi sampai malam tidak kunjung terkirim lalu saya lacak bahwa akan dikirim kembali oleh kurir dengan alasan pembeli tidak ada di alamat tujuan sedangkan saya dari pagi sampai malah menunggu tetapi kurir menggunakan alasan yang mengatasnamakan saya bukan kah itu termasuk penipuan,kali ini sangat kecewa dg tokopedia yg pertama karna tidak ada fitur chat cs dan yg paling mengecewakan adalah saya beli di aplikasi ini ketika kurir sudah ditugaskan kirim pesanan saya tunggu dari pagi sampai malam tidak kunjung terkirim lalu saya lacak bahwa akan dikirim kembali oleh kurir dengan alasan pembeli tidak ada di alamat tujuan sedangkan saya dari pagi sampai malah menunggu tetapi kurir menggunakan alasan yang mengatasnamakan saya bukan kah itu termasuk penipuan,"['kali', 'ini', 'sangat', 'kecewa', 'dg', 'tokopedia', 'yg', 'pertama', 'karna', 'tidak', 'ada', 'fitur', 'chat', 'cs', 'dan', 'yg', 'paling', 'mengecewakan', 'adalah', 'saya', 'beli', 'di', 'aplikasi', 'ini', 'ketika', 'kurir', 'sudah', 'ditugaskan', 'kirim', 'pesanan', 'saya', 'tunggu', 'dari', 'pagi', 'sampai', 'malam', 'tidak', 'kunjung', 'terkirim', 'lalu', 'saya', 'lacak', 'bahwa', 'akan', 'dikirim', 'kembali', 'oleh', 'kurir', 'dengan', 'alasan', 'pembeli', 'tidak', 'ada', 'di', 'alamat', 'tujuan', 'sedangkan', 'saya', 'dari', 'pagi', 'sampai', 'malah', 'menunggu', 'tetapi', 'kurir', 'menggunakan', 'alasan', 'yang', 'mengatasnamakan', 'saya', 'bukan', 'kah', 'itu', 'termasuk', 'penipuan']",kali kecewa dg tokopedia yg karna fitur chat cs yg mengecewakan beli aplikasi kurir ditugaskan kirim pesanan tunggu pagi malam kunjung terkirim lacak dikirim kurir alasan pembeli alamat tujuan pagi menunggu kurir alasan mengatasnamakan kah penipuan,kali kecewa dg tokopedia yg karna fitur chat cs yg kecewa beli aplikasi kurir tugas kirim pesan tunggu pagi malam kunjung kirim lacak kirim kurir alas beli alamat tuju pagi tunggu kurir alas mengatasnamakan kah tipu
Daniel Effendy,saya heran hanya aplikasi tokopedia saja yg bisa menangkan penipu dan pembeli dikalahkan,1,1,2025-05-08 21:03:35,saya heran hanya aplikasi tokopedia saja yg bisa menangkan penipu dan pembeli dikalahkan,saya heran hanya aplikasi tokopedia saja yg bisa menangkan penipu dan pembeli dikalahkan,"['saya', 'heran', 'hanya', 'aplikasi', 'tokopedia', 'saja', 'yg', 'bisa', 'menangkan', 'penipu', 'dan', 'pembeli', 'dikalahkan']",heran aplikasi tokopedia yg menangkan penipu pembeli dikalahkan,heran aplikasi tokopedia yg menang tipu beli kalah
Dadan Ridwan,bagus. bersaing dgn ekomerce lain. tolong voucher nya di banyakin lagi biar pada belanja nya seneng. terimakasih,5,2,2025-05-08 20:26:21,bagus bersaing dgn ekomerce lain tolong voucher nya di banyakin lagi biar pada belanja nya seneng terimakasih,bagus bersaing dgn ekomerce lain tolong voucher nya di banyakin lagi biar pada belanja nya seneng terimakasih,"['bagus', 'bersaing', 'dgn', 'ekomerce', 'lain', 'tolong', 'voucher', 'nya', 'di', 'banyakin', 'lagi', 'biar', 'pada', 'belanja', 'nya', 'seneng', 'terimakasih']",bagus bersaing dgn ekomerce tolong voucher nya banyakin biar belanja nya seneng terimakasih,bagus saing dgn ekomerce tolong voucher nya banyakin biar belanja nya neng terimakasih
syamha saufa,"kapok aaah .... pembatalan susah , tanya layanan malah di suruh chat penjual, GK fungsi banget",2,1,2025-05-08 20:17:55,kapok aaah  pembatalan susah  tanya layanan malah di suruh chat penjual gk fungsi banget,kapok aaah pembatalan susah tanya layanan malah di suruh chat penjual tidak fungsi banget,"['kapok', 'aaah', 'pembatalan', 'susah', 'tanya', 'layanan', 'malah', 'di', 'suruh', 'chat', 'penjual', 'tidak', 'fungsi', 'banget']",kapok aaah pembatalan susah layanan suruh chat penjual fungsi banget,kapok aaah batal susah layan suruh chat jual fungsi banget
Mustaqiem Ardhi,"tokopedia care kemana adminnya? gak ada respon, penanganan komplain terkait produk disini lelet, bertele-tele,emang udh bener mending klo belanja disebelah aja,baru ajuin komplain duit langsung balik,proses cepet,sat set,bat bet.males belanja disini lagi,pantes dagang disini sepi.",1,3,2025-05-08 20:02:47,tokopedia care kemana adminnya gak ada respon penanganan komplain terkait produk disini lelet bertele-teleemang udh bener mending klo belanja disebelah ajabaru ajuin komplain duit langsung balikproses cepetsat setbat betmales belanja disini lagipantes dagang disini sepi,tokopedia care kemana adminnya tidak ada respon penanganan komplain terkait produk disini lelet bertele-teleemang udh benar mending kalau belanja disebelah ajabaru ajuin komplain duit langsung balikproses cepetsat setbat betmales belanja disini lagipantes dagang disini sepi,"['tokopedia', 'care', 'kemana', 'adminnya', 'tidak', 'ada', 'respon', 'penanganan', 'komplain', 'terkait', 'produk', 'disini', 'lelet', 'bertele-teleemang', 'udh', 'benar', 'mending', 'kalau', 'belanja', 'disebelah', 'ajabaru', 'ajuin', 'komplain', 'duit', 'langsung', 'balikproses', 'cepetsat', 'setbat', 'betmales', 'belanja', 'disini', 'lagipantes', 'dagang', 'disini', 'sepi']",tokopedia care kemana adminnya respon penanganan komplain terkait produk lelet bertele-teleemang udh mending belanja disebelah ajabaru ajuin komplain duit langsung balikproses cepetsat setbat betmales belanja lagipantes dagang sepi,tokopedia care mana adminnya respon tangan komplain kait produk lelet bertele-teleemang udh mending belanja belah ajabaru ajuin komplain duit langsung balikproses cepetsat setbat betmales belanja lagipantes dagang sepi
